Name,BDR,Makespan
j.rnd.6x5.train.120,SPT.MWR.40,522
j.rnd.6x5.train.121,SPT.MWR.40,413
j.rnd.6x5.train.122,SPT.MWR.40,614
j.rnd.6x5.train.123,SPT.MWR.40,493
j.rnd.6x5.train.124,SPT.MWR.40,516
j.rnd.6x5.train.125,SPT.MWR.40,544
j.rnd.6x5.train.126,SPT.MWR.40,528
j.rnd.6x5.train.127,SPT.MWR.40,433
j.rnd.6x5.train.128,SPT.MWR.40,589
j.rnd.6x5.train.129,SPT.MWR.40,494
j.rnd.6x5.train.130,SPT.MWR.40,460
j.rnd.6x5.train.131,SPT.MWR.40,566
j.rnd.6x5.train.132,SPT.MWR.40,445
j.rnd.6x5.train.133,SPT.MWR.40,571
j.rnd.6x5.train.134,SPT.MWR.40,391
j.rnd.6x5.train.135,SPT.MWR.40,509
j.rnd.6x5.train.136,SPT.MWR.40,575
j.rnd.6x5.train.137,SPT.MWR.40,446
j.rnd.6x5.train.138,SPT.MWR.40,477
j.rnd.6x5.train.139,SPT.MWR.40,488
j.rnd.6x5.train.140,SPT.MWR.40,550
j.rnd.6x5.train.141,SPT.MWR.40,536
j.rnd.6x5.train.142,SPT.MWR.40,574
j.rnd.6x5.train.143,SPT.MWR.40,537
j.rnd.6x5.train.144,SPT.MWR.40,567
j.rnd.6x5.train.145,SPT.MWR.40,627
j.rnd.6x5.train.146,SPT.MWR.40,553
j.rnd.6x5.train.147,SPT.MWR.40,502
j.rnd.6x5.train.148,SPT.MWR.40,511
j.rnd.6x5.train.149,SPT.MWR.40,558
j.rnd.6x5.train.150,SPT.MWR.40,504
j.rnd.6x5.train.151,SPT.MWR.40,506
j.rnd.6x5.train.152,SPT.MWR.40,498
j.rnd.6x5.train.153,SPT.MWR.40,518
j.rnd.6x5.train.154,SPT.MWR.40,480
j.rnd.6x5.train.155,SPT.MWR.40,577
j.rnd.6x5.train.156,SPT.MWR.40,450
j.rnd.6x5.train.157,SPT.MWR.40,603
j.rnd.6x5.train.158,SPT.MWR.40,496
j.rnd.6x5.train.159,SPT.MWR.40,492
j.rnd.6x5.train.160,SPT.MWR.40,673
j.rnd.6x5.train.161,SPT.MWR.40,559
j.rnd.6x5.train.162,SPT.MWR.40,464
j.rnd.6x5.train.163,SPT.MWR.40,547
j.rnd.6x5.train.164,SPT.MWR.40,436
j.rnd.6x5.train.165,SPT.MWR.40,544
j.rnd.6x5.train.166,SPT.MWR.40,546
j.rnd.6x5.train.167,SPT.MWR.40,548
j.rnd.6x5.train.168,SPT.MWR.40,457
j.rnd.6x5.train.169,SPT.MWR.40,526
j.rnd.6x5.train.170,SPT.MWR.40,471
j.rnd.6x5.train.171,SPT.MWR.40,437
j.rnd.6x5.train.172,SPT.MWR.40,543
j.rnd.6x5.train.173,SPT.MWR.40,497
j.rnd.6x5.train.174,SPT.MWR.40,504
j.rnd.6x5.train.175,SPT.MWR.40,629
j.rnd.6x5.train.176,SPT.MWR.40,591
j.rnd.6x5.train.177,SPT.MWR.40,488
j.rnd.6x5.train.178,SPT.MWR.40,530
j.rnd.6x5.train.179,SPT.MWR.40,650
j.rnd.6x5.train.180,SPT.MWR.40,453
j.rnd.6x5.train.181,SPT.MWR.40,555
j.rnd.6x5.train.182,SPT.MWR.40,543
j.rnd.6x5.train.183,SPT.MWR.40,555
j.rnd.6x5.train.184,SPT.MWR.40,506
j.rnd.6x5.train.185,SPT.MWR.40,572
j.rnd.6x5.train.186,SPT.MWR.40,534
j.rnd.6x5.train.187,SPT.MWR.40,574
j.rnd.6x5.train.188,SPT.MWR.40,669
j.rnd.6x5.train.189,SPT.MWR.40,663
j.rnd.6x5.train.190,SPT.MWR.40,505
j.rnd.6x5.train.191,SPT.MWR.40,550
j.rnd.6x5.train.192,SPT.MWR.40,430
j.rnd.6x5.train.193,SPT.MWR.40,577
j.rnd.6x5.train.194,SPT.MWR.40,512
j.rnd.6x5.train.195,SPT.MWR.40,392
j.rnd.6x5.train.196,SPT.MWR.40,526
j.rnd.6x5.train.197,SPT.MWR.40,551
j.rnd.6x5.train.198,SPT.MWR.40,598
j.rnd.6x5.train.199,SPT.MWR.40,421
j.rnd.6x5.train.200,SPT.MWR.40,612
j.rnd.6x5.train.201,SPT.MWR.40,476
j.rnd.6x5.train.202,SPT.MWR.40,482
j.rnd.6x5.train.203,SPT.MWR.40,433
j.rnd.6x5.train.204,SPT.MWR.40,485
j.rnd.6x5.train.205,SPT.MWR.40,659
j.rnd.6x5.train.206,SPT.MWR.40,577
j.rnd.6x5.train.207,SPT.MWR.40,475
j.rnd.6x5.train.208,SPT.MWR.40,499
j.rnd.6x5.train.209,SPT.MWR.40,403
j.rnd.6x5.train.210,SPT.MWR.40,464
j.rnd.6x5.train.211,SPT.MWR.40,418
j.rnd.6x5.train.212,SPT.MWR.40,500
j.rnd.6x5.train.213,SPT.MWR.40,463
j.rnd.6x5.train.214,SPT.MWR.40,462
j.rnd.6x5.train.215,SPT.MWR.40,465
j.rnd.6x5.train.216,SPT.MWR.40,537
j.rnd.6x5.train.217,SPT.MWR.40,646
j.rnd.6x5.train.218,SPT.MWR.40,538
j.rnd.6x5.train.219,SPT.MWR.40,592
j.rnd.6x5.train.220,SPT.MWR.40,536
j.rnd.6x5.train.221,SPT.MWR.40,508
j.rnd.6x5.train.222,SPT.MWR.40,479
j.rnd.6x5.train.223,SPT.MWR.40,500
j.rnd.6x5.train.224,SPT.MWR.40,457
j.rnd.6x5.train.225,SPT.MWR.40,618
j.rnd.6x5.train.226,SPT.MWR.40,446
j.rnd.6x5.train.227,SPT.MWR.40,463
j.rnd.6x5.train.228,SPT.MWR.40,508
j.rnd.6x5.train.229,SPT.MWR.40,446
j.rnd.6x5.train.230,SPT.MWR.40,546
j.rnd.6x5.train.231,SPT.MWR.40,546
j.rnd.6x5.train.232,SPT.MWR.40,536
j.rnd.6x5.train.233,SPT.MWR.40,625
j.rnd.6x5.train.234,SPT.MWR.40,534
j.rnd.6x5.train.235,SPT.MWR.40,465
j.rnd.6x5.train.236,SPT.MWR.40,617
j.rnd.6x5.train.237,SPT.MWR.40,438
j.rnd.6x5.train.238,SPT.MWR.40,522
j.rnd.6x5.train.239,SPT.MWR.40,556
j.rnd.6x5.train.240,SPT.MWR.40,427
j.rnd.6x5.train.241,SPT.MWR.40,623
j.rnd.6x5.train.242,SPT.MWR.40,509
j.rnd.6x5.train.243,SPT.MWR.40,663
j.rnd.6x5.train.244,SPT.MWR.40,460
j.rnd.6x5.train.245,SPT.MWR.40,446
j.rnd.6x5.train.246,SPT.MWR.40,563
j.rnd.6x5.train.247,SPT.MWR.40,414
j.rnd.6x5.train.248,SPT.MWR.40,528
j.rnd.6x5.train.249,SPT.MWR.40,582
j.rnd.6x5.train.250,SPT.MWR.40,471
j.rnd.6x5.train.251,SPT.MWR.40,552
j.rnd.6x5.train.252,SPT.MWR.40,437
j.rnd.6x5.train.253,SPT.MWR.40,516
j.rnd.6x5.train.254,SPT.MWR.40,464
j.rnd.6x5.train.255,SPT.MWR.40,586
j.rnd.6x5.train.256,SPT.MWR.40,649
j.rnd.6x5.train.257,SPT.MWR.40,538
j.rnd.6x5.train.258,SPT.MWR.40,574
j.rnd.6x5.train.259,SPT.MWR.40,613
j.rnd.6x5.train.260,SPT.MWR.40,547
j.rnd.6x5.train.261,SPT.MWR.40,496
j.rnd.6x5.train.262,SPT.MWR.40,570
j.rnd.6x5.train.263,SPT.MWR.40,605
j.rnd.6x5.train.264,SPT.MWR.40,562
j.rnd.6x5.train.265,SPT.MWR.40,471
j.rnd.6x5.train.266,SPT.MWR.40,546
j.rnd.6x5.train.267,SPT.MWR.40,490
j.rnd.6x5.train.268,SPT.MWR.40,436
j.rnd.6x5.train.269,SPT.MWR.40,405
j.rnd.6x5.train.270,SPT.MWR.40,514
j.rnd.6x5.train.271,SPT.MWR.40,451
j.rnd.6x5.train.272,SPT.MWR.40,564
j.rnd.6x5.train.273,SPT.MWR.40,449
j.rnd.6x5.train.274,SPT.MWR.40,719
j.rnd.6x5.train.275,SPT.MWR.40,518
j.rnd.6x5.train.276,SPT.MWR.40,452
j.rnd.6x5.train.277,SPT.MWR.40,531
j.rnd.6x5.train.278,SPT.MWR.40,555
j.rnd.6x5.train.279,SPT.MWR.40,619
j.rnd.6x5.train.280,SPT.MWR.40,565
j.rnd.6x5.train.281,SPT.MWR.40,542
j.rnd.6x5.train.282,SPT.MWR.40,408
j.rnd.6x5.train.283,SPT.MWR.40,496
j.rnd.6x5.train.284,SPT.MWR.40,463
j.rnd.6x5.train.285,SPT.MWR.40,714
j.rnd.6x5.train.286,SPT.MWR.40,469
j.rnd.6x5.train.287,SPT.MWR.40,611
j.rnd.6x5.train.288,SPT.MWR.40,478
j.rnd.6x5.train.289,SPT.MWR.40,631
j.rnd.6x5.train.290,SPT.MWR.40,444
j.rnd.6x5.train.291,SPT.MWR.40,531
j.rnd.6x5.train.292,SPT.MWR.40,458
j.rnd.6x5.train.293,SPT.MWR.40,611
j.rnd.6x5.train.294,SPT.MWR.40,527
j.rnd.6x5.train.295,SPT.MWR.40,443
j.rnd.6x5.train.296,SPT.MWR.40,515
j.rnd.6x5.train.297,SPT.MWR.40,569
j.rnd.6x5.train.298,SPT.MWR.40,624
j.rnd.6x5.train.299,SPT.MWR.40,497
j.rnd.6x5.train.300,SPT.MWR.40,500
j.rnd.6x5.train.301,SPT.MWR.40,405
j.rnd.6x5.train.302,SPT.MWR.40,344
j.rnd.6x5.train.303,SPT.MWR.40,509
j.rnd.6x5.train.304,SPT.MWR.40,573
j.rnd.6x5.train.305,SPT.MWR.40,448
j.rnd.6x5.train.306,SPT.MWR.40,651
j.rnd.6x5.train.307,SPT.MWR.40,580
j.rnd.6x5.train.308,SPT.MWR.40,569
j.rnd.6x5.train.309,SPT.MWR.40,666
j.rnd.6x5.train.310,SPT.MWR.40,658
j.rnd.6x5.train.311,SPT.MWR.40,480
j.rnd.6x5.train.312,SPT.MWR.40,611
j.rnd.6x5.train.313,SPT.MWR.40,491
j.rnd.6x5.train.314,SPT.MWR.40,391
j.rnd.6x5.train.315,SPT.MWR.40,476
j.rnd.6x5.train.316,SPT.MWR.40,568
j.rnd.6x5.train.317,SPT.MWR.40,566
j.rnd.6x5.train.318,SPT.MWR.40,696
j.rnd.6x5.train.319,SPT.MWR.40,570
j.rnd.6x5.train.320,SPT.MWR.40,477
j.rnd.6x5.train.321,SPT.MWR.40,584
j.rnd.6x5.train.322,SPT.MWR.40,519
j.rnd.6x5.train.323,SPT.MWR.40,520
j.rnd.6x5.train.324,SPT.MWR.40,456
j.rnd.6x5.train.325,SPT.MWR.40,577
j.rnd.6x5.train.326,SPT.MWR.40,372
j.rnd.6x5.train.327,SPT.MWR.40,536
j.rnd.6x5.train.328,SPT.MWR.40,468
j.rnd.6x5.train.329,SPT.MWR.40,485
j.rnd.6x5.train.330,SPT.MWR.40,522
j.rnd.6x5.train.331,SPT.MWR.40,501
j.rnd.6x5.train.332,SPT.MWR.40,559
j.rnd.6x5.train.333,SPT.MWR.40,554
j.rnd.6x5.train.334,SPT.MWR.40,457
j.rnd.6x5.train.335,SPT.MWR.40,455
j.rnd.6x5.train.336,SPT.MWR.40,442
j.rnd.6x5.train.337,SPT.MWR.40,506
j.rnd.6x5.train.338,SPT.MWR.40,590
j.rnd.6x5.train.339,SPT.MWR.40,519
j.rnd.6x5.train.340,SPT.MWR.40,503
j.rnd.6x5.train.341,SPT.MWR.40,672
j.rnd.6x5.train.342,SPT.MWR.40,509
j.rnd.6x5.train.343,SPT.MWR.40,496
j.rnd.6x5.train.344,SPT.MWR.40,538
j.rnd.6x5.train.345,SPT.MWR.40,523
j.rnd.6x5.train.346,SPT.MWR.40,521
j.rnd.6x5.train.347,SPT.MWR.40,661
j.rnd.6x5.train.348,SPT.MWR.40,485
j.rnd.6x5.train.349,SPT.MWR.40,459
j.rnd.6x5.train.350,SPT.MWR.40,522
j.rnd.6x5.train.351,SPT.MWR.40,473
j.rnd.6x5.train.352,SPT.MWR.40,471
j.rnd.6x5.train.353,SPT.MWR.40,567
j.rnd.6x5.train.354,SPT.MWR.40,590
j.rnd.6x5.train.355,SPT.MWR.40,564
j.rnd.6x5.train.356,SPT.MWR.40,453
j.rnd.6x5.train.357,SPT.MWR.40,421
j.rnd.6x5.train.358,SPT.MWR.40,452
j.rnd.6x5.train.359,SPT.MWR.40,450
j.rnd.6x5.train.360,SPT.MWR.40,431
j.rnd.6x5.train.361,SPT.MWR.40,506
j.rnd.6x5.train.362,SPT.MWR.40,621
j.rnd.6x5.train.363,SPT.MWR.40,488
j.rnd.6x5.train.364,SPT.MWR.40,578
j.rnd.6x5.train.365,SPT.MWR.40,665
j.rnd.6x5.train.366,SPT.MWR.40,479
j.rnd.6x5.train.367,SPT.MWR.40,512
j.rnd.6x5.train.368,SPT.MWR.40,389
j.rnd.6x5.train.369,SPT.MWR.40,439
j.rnd.6x5.train.370,SPT.MWR.40,623
j.rnd.6x5.train.371,SPT.MWR.40,509
j.rnd.6x5.train.372,SPT.MWR.40,458
j.rnd.6x5.train.373,SPT.MWR.40,530
j.rnd.6x5.train.374,SPT.MWR.40,569
j.rnd.6x5.train.375,SPT.MWR.40,456
j.rnd.6x5.train.376,SPT.MWR.40,498
j.rnd.6x5.train.377,SPT.MWR.40,464
j.rnd.6x5.train.378,SPT.MWR.40,395
j.rnd.6x5.train.379,SPT.MWR.40,470
j.rnd.6x5.train.380,SPT.MWR.40,498
j.rnd.6x5.train.381,SPT.MWR.40,451
j.rnd.6x5.train.382,SPT.MWR.40,528
j.rnd.6x5.train.383,SPT.MWR.40,423
j.rnd.6x5.train.384,SPT.MWR.40,549
j.rnd.6x5.train.385,SPT.MWR.40,528
j.rnd.6x5.train.386,SPT.MWR.40,574
j.rnd.6x5.train.387,SPT.MWR.40,512
j.rnd.6x5.train.388,SPT.MWR.40,524
j.rnd.6x5.train.389,SPT.MWR.40,537
j.rnd.6x5.train.390,SPT.MWR.40,593
j.rnd.6x5.train.391,SPT.MWR.40,532
j.rnd.6x5.train.392,SPT.MWR.40,483
j.rnd.6x5.train.393,SPT.MWR.40,440
j.rnd.6x5.train.394,SPT.MWR.40,514
j.rnd.6x5.train.395,SPT.MWR.40,467
j.rnd.6x5.train.396,SPT.MWR.40,526
j.rnd.6x5.train.397,SPT.MWR.40,629
j.rnd.6x5.train.398,SPT.MWR.40,640
j.rnd.6x5.train.399,SPT.MWR.40,501
j.rnd.6x5.train.400,SPT.MWR.40,529
j.rnd.6x5.train.401,SPT.MWR.40,366
j.rnd.6x5.train.402,SPT.MWR.40,533
j.rnd.6x5.train.403,SPT.MWR.40,643
j.rnd.6x5.train.404,SPT.MWR.40,462
j.rnd.6x5.train.405,SPT.MWR.40,468
j.rnd.6x5.train.406,SPT.MWR.40,671
j.rnd.6x5.train.407,SPT.MWR.40,411
j.rnd.6x5.train.408,SPT.MWR.40,594
j.rnd.6x5.train.409,SPT.MWR.40,483
j.rnd.6x5.train.410,SPT.MWR.40,512
j.rnd.6x5.train.411,SPT.MWR.40,486
j.rnd.6x5.train.412,SPT.MWR.40,464
j.rnd.6x5.train.413,SPT.MWR.40,517
j.rnd.6x5.train.414,SPT.MWR.40,411
j.rnd.6x5.train.415,SPT.MWR.40,486
j.rnd.6x5.train.416,SPT.MWR.40,585
j.rnd.6x5.train.417,SPT.MWR.40,571
j.rnd.6x5.train.418,SPT.MWR.40,582
j.rnd.6x5.train.419,SPT.MWR.40,565
j.rnd.6x5.train.420,SPT.MWR.40,508
j.rnd.6x5.train.421,SPT.MWR.40,435
j.rnd.6x5.train.422,SPT.MWR.40,489
j.rnd.6x5.train.423,SPT.MWR.40,473
j.rnd.6x5.train.424,SPT.MWR.40,524
j.rnd.6x5.train.425,SPT.MWR.40,557
j.rnd.6x5.train.426,SPT.MWR.40,569
j.rnd.6x5.train.427,SPT.MWR.40,400
j.rnd.6x5.train.428,SPT.MWR.40,539
j.rnd.6x5.train.429,SPT.MWR.40,433
j.rnd.6x5.train.430,SPT.MWR.40,627
j.rnd.6x5.train.431,SPT.MWR.40,700
j.rnd.6x5.train.432,SPT.MWR.40,370
j.rnd.6x5.train.433,SPT.MWR.40,458
j.rnd.6x5.train.434,SPT.MWR.40,586
j.rnd.6x5.train.435,SPT.MWR.40,563
j.rnd.6x5.train.436,SPT.MWR.40,380
j.rnd.6x5.train.437,SPT.MWR.40,546
j.rnd.6x5.train.438,SPT.MWR.40,388
j.rnd.6x5.train.439,SPT.MWR.40,525
j.rnd.6x5.train.440,SPT.MWR.40,626
j.rnd.6x5.train.441,SPT.MWR.40,576
j.rnd.6x5.train.442,SPT.MWR.40,453
j.rnd.6x5.train.443,SPT.MWR.40,581
j.rnd.6x5.train.444,SPT.MWR.40,424
j.rnd.6x5.train.445,SPT.MWR.40,517
j.rnd.6x5.train.446,SPT.MWR.40,466
j.rnd.6x5.train.447,SPT.MWR.40,583
j.rnd.6x5.train.448,SPT.MWR.40,503
j.rnd.6x5.train.449,SPT.MWR.40,544
j.rnd.6x5.train.450,SPT.MWR.40,551
j.rnd.6x5.train.451,SPT.MWR.40,492
j.rnd.6x5.train.452,SPT.MWR.40,581
j.rnd.6x5.train.453,SPT.MWR.40,542
j.rnd.6x5.train.454,SPT.MWR.40,675
j.rnd.6x5.train.455,SPT.MWR.40,532
j.rnd.6x5.train.456,SPT.MWR.40,522
j.rnd.6x5.train.457,SPT.MWR.40,596
j.rnd.6x5.train.458,SPT.MWR.40,520
j.rnd.6x5.train.459,SPT.MWR.40,568
j.rnd.6x5.train.460,SPT.MWR.40,648
j.rnd.6x5.train.461,SPT.MWR.40,472
j.rnd.6x5.train.462,SPT.MWR.40,524
j.rnd.6x5.train.463,SPT.MWR.40,577
j.rnd.6x5.train.464,SPT.MWR.40,474
j.rnd.6x5.train.465,SPT.MWR.40,528
j.rnd.6x5.train.466,SPT.MWR.40,448
j.rnd.6x5.train.467,SPT.MWR.40,531
j.rnd.6x5.train.468,SPT.MWR.40,551
j.rnd.6x5.train.469,SPT.MWR.40,404
j.rnd.6x5.train.470,SPT.MWR.40,469
j.rnd.6x5.train.471,SPT.MWR.40,486
j.rnd.6x5.train.472,SPT.MWR.40,569
j.rnd.6x5.train.473,SPT.MWR.40,531
j.rnd.6x5.train.474,SPT.MWR.40,406
j.rnd.6x5.train.475,SPT.MWR.40,517
j.rnd.6x5.train.476,SPT.MWR.40,535
j.rnd.6x5.train.477,SPT.MWR.40,494
j.rnd.6x5.train.478,SPT.MWR.40,469
j.rnd.6x5.train.479,SPT.MWR.40,435
j.rnd.6x5.train.480,SPT.MWR.40,725
j.rnd.6x5.train.481,SPT.MWR.40,463
j.rnd.6x5.train.482,SPT.MWR.40,521
j.rnd.6x5.train.483,SPT.MWR.40,426
j.rnd.6x5.train.484,SPT.MWR.40,552
j.rnd.6x5.train.485,SPT.MWR.40,480
j.rnd.6x5.train.486,SPT.MWR.40,544
j.rnd.6x5.train.487,SPT.MWR.40,446
j.rnd.6x5.train.488,SPT.MWR.40,522
j.rnd.6x5.train.489,SPT.MWR.40,421
j.rnd.6x5.train.490,SPT.MWR.40,451
j.rnd.6x5.train.491,SPT.MWR.40,524
j.rnd.6x5.train.492,SPT.MWR.40,485
j.rnd.6x5.train.493,SPT.MWR.40,593
j.rnd.6x5.train.494,SPT.MWR.40,522
j.rnd.6x5.train.495,SPT.MWR.40,525
j.rnd.6x5.train.496,SPT.MWR.40,644
j.rnd.6x5.train.497,SPT.MWR.40,546
j.rnd.6x5.train.498,SPT.MWR.40,445
j.rnd.6x5.train.499,SPT.MWR.40,514
j.rnd.6x5.train.500,SPT.MWR.40,483
j.rnd.6x5.train.501,SPT.MWR.40,651
j.rnd.6x5.train.502,SPT.MWR.40,447
j.rnd.6x5.train.503,SPT.MWR.40,543
j.rnd.6x5.train.504,SPT.MWR.40,533
j.rnd.6x5.train.505,SPT.MWR.40,417
j.rnd.6x5.train.506,SPT.MWR.40,507
j.rnd.6x5.train.507,SPT.MWR.40,443
j.rnd.6x5.train.508,SPT.MWR.40,503
j.rnd.6x5.train.509,SPT.MWR.40,543
j.rnd.6x5.train.510,SPT.MWR.40,670
j.rnd.6x5.train.511,SPT.MWR.40,422
j.rnd.6x5.train.512,SPT.MWR.40,522
j.rnd.6x5.train.513,SPT.MWR.40,542
j.rnd.6x5.train.514,SPT.MWR.40,524
j.rnd.6x5.train.515,SPT.MWR.40,504
j.rnd.6x5.train.516,SPT.MWR.40,445
j.rnd.6x5.train.517,SPT.MWR.40,506
j.rnd.6x5.train.518,SPT.MWR.40,533
j.rnd.6x5.train.519,SPT.MWR.40,507
j.rnd.6x5.train.520,SPT.MWR.40,531
j.rnd.6x5.train.521,SPT.MWR.40,484
j.rnd.6x5.train.522,SPT.MWR.40,520
j.rnd.6x5.train.523,SPT.MWR.40,632
j.rnd.6x5.train.524,SPT.MWR.40,483
j.rnd.6x5.train.525,SPT.MWR.40,546
j.rnd.6x5.train.526,SPT.MWR.40,448
j.rnd.6x5.train.527,SPT.MWR.40,431
j.rnd.6x5.train.528,SPT.MWR.40,510
j.rnd.6x5.train.529,SPT.MWR.40,404
j.rnd.6x5.train.530,SPT.MWR.40,612
j.rnd.6x5.train.531,SPT.MWR.40,458
j.rnd.6x5.train.532,SPT.MWR.40,522
j.rnd.6x5.train.533,SPT.MWR.40,537
j.rnd.6x5.train.534,SPT.MWR.40,562
j.rnd.6x5.train.535,SPT.MWR.40,687
j.rnd.6x5.train.536,SPT.MWR.40,413
j.rnd.6x5.train.537,SPT.MWR.40,529
